qa_id,source_type,source_sample_id,question,scenario_text,ground_truth
P01-15-Q01,voicephishing,P01-15,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"잠시만요. 통화 끊지 마시고 제 안내부터 들어주십시오. 서울동부지검 금융범죄합동수사팀 담당자입니다.
네, 말씀하세요. 제가 무슨 일에 연루된 건가요?
고지드릴 내용이 있습니다. 김도윤 씨 명의의 우리은행 계좌가 전자금융사기 사건과 연결되어 확인 절차가 진행 중입니다.
저는 그런 계좌를 따로 개설한 적이 없는데요.
현재 접수된 사건번호는 2025형사49721번이고, 대포통장 유통 경로와 명의대여 가능성까지 함께 검토하고 있습니다.
잠깐만요, 제 이름과 어디 사는지까지 어떻게 아세요?
주민등록상 주소가 인천 남동구로 확인되고, 최근 직장 정보는 서해유통으로 조회됩니다. 맞는지 확인이 필요합니다.
주소는 맞는데, 직장은 조금 전 회사로 바뀌었어요. 이게 왜 필요한 거죠?
본인 계좌에 이상 거래가 잡혀서 그렇습니다. 계좌 보호를 위해서는 우선 사용 중인 은행부터 정리해야 합니다.
은행에 제가 직접 가서 확인하면 안 되나요?
지금은 직접 방문보다 수사 확인이 우선입니다. 은행 창구로 가시면 지급 제한이 먼저 걸릴 수 있습니다.
그럼 제가 뭘 해야 하나요?
우선 자금 이동 여부를 파악해야 합니다. 최근 입출금이 있는 계좌와 현재 잔액을 말씀해 주십시오.
이런 식으로 개인정보를 이렇게 자세히 말씀하시는 게 맞는지 모르겠네요.
절차상 필요한 확인입니다. 지금은 임시 보호 조치 대상이라 휴대전화 인증도 따로 진행될 수 있습니다.
휴대전화 보호 조치까지요? 조금 이상한데요.
의심되실 수 있습니다만, 확인을 늦추면 계좌가 먼저 묶일 수 있습니다. 지금 바로 협조해 주셔야 합니다.
제가 당장 돈을 옮기라는 뜻은 아니죠?",yes
P01-16-Q01,voicephishing,P01-16,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"안녕하세요. 서울동부지방검찰청 금융범죄수사팀입니다.
잠깐 통화 가능하실까요? 확인드릴 내용이 있습니다.
무슨 일인가요? 갑자기 검찰청이라니 좀 당황스럽네요.
박지훈 씨 명의로 된 신한은행 계좌가 전자금융사기 관련 사건에 포함돼 있어 연락드렸습니다.
계좌 자체가 범죄에 쓰였을 가능성이 있어 본인 확인이 필요합니다.
저는 그런 계좌를 따로 문제 삼은 적이 없는데요.
제 명의로 다른 계좌가 있긴 한가요?
현재 확인된 사건 접수번호는 2025형사단11209번입니다.
명의도용 가능성까지 같이 살펴보고 있습니다.
그리고 주민등록상 주소가 인천 미추홀구, 직장 정보는 에이원테크로 조회되는데 맞으십니까?
주소는 예전 거랑 비슷한데 직장은 맞습니다.
그런데 이런 정보는 어떻게 확인하신 거죠?
수사 중인 사안이라 최소한의 기본 정보만 대조하고 있습니다.
지금은 계좌가 실제로 본인 사용인지, 아니면 타인이 접근한 흔적인지 구분하는 단계입니다.
그럼 제가 은행에 바로 전화해서 확인하면 되는 건가요?
은행 문의도 가능하지만, 먼저 수사 기록상 이상 거래 여부부터 맞춰야 합니다.
무작정 정리하면 보호 조치가 늦어질 수 있어서요.
이상 거래라면 제 다른 계좌도 영향을 받나요?",yes
P01-17-Q01,voicephishing,P01-17,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"사기범: 안녕하세요. 대검찰청 첨단범죄수사팀 최지훈 수사관입니다. 통화 가능하십니까?
피해자: 네, 무슨 일인가요?
사기범: 오늘 오전에 귀하 명의로 된 신한은행 계좌가 보이스피싱 자금 세탁 경로에 포함돼 확인차 연락드렸습니다.
피해자: 저는 그런 적이 없는데요.
사기범: 그래서 저희도 단순 연루가 아니라 개인정보 유출에 따른 명의도용 가능성으로 보고 있습니다.
피해자: 제 이름이 왜 거기에 들어가죠?
사기범: 현재 조회된 기본 인적사항이 생년월일, 과거 거주지, 직장 정보까지 일부 일치합니다.
피해자: 그건 어떻게 확인하신 건가요?
사기범: 내부 연계 조회 결과입니다. 다만 외부에 바로 문의하시면 기록이 꼬일 수 있어 우선 저희 절차부터 따라주셔야 합니다.
피해자: 은행에 먼저 물어보면 안 되는 건가요?
사기범: 지금은 안 됩니다. 상대 조직이 실시간으로 움직여서 계좌를 비우는 사례가 많습니다.
피해자: 너무 갑작스러운데요.
사기범: 이해합니다. 그래서 당장 큰 조치는 아니고, 명의로 개설된 다른 금융사 계좌가 있는지만 먼저 확인하겠습니다.
피해자: 어떤 걸 확인하라는 거죠?
사기범: 국민은행, 토스뱅크, 케이뱅크처럼 최근 자주 쓰는 계좌가 있으시면 말씀해 주세요.
피해자: 제가 지금 가진 계좌를 다 알려드려야 하나요?
사기범: 네, 보호 대상 범위를 잡아야 해서 필요합니다. 또한 안전조치 담당 부서로 이관하려면 휴대폰 본인 확인도 진행해야 합니다.
피해자: 본인 확인은 어떻게 하죠?",yes
P01-18-Q01,voicephishing,P01-18,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"잠깐만요, 말씀 중간에 끊지 마시고 들어보세요. 저는 대검찰청 금융범죄합동수사팀 박성우 수사관입니다.
지금 제 이름이 너무 갑작스럽게 들리시겠지만, 연결된 사건 때문에 연락드린 겁니다.
제가 무슨 사건인지도 모르는데요.
이선영 씨 명의의 신한은행 계좌가 대포통장 모집 건에 포함돼 확인 절차가 진행 중입니다.
저는 그런 통장을 만든 적이 없어요.
그래서 제가 먼저 확인 중입니다. 접수번호는 2027형제09431번이고, 명의도용 가능성도 같이 보고 있습니다.
잠깐만요, 어떻게 제 이름이나 계좌를 그렇게 알고 계세요?
본인 확인용 자료를 조회하면 주소와 직장 이력 일부가 나옵니다. 현재 서울 구로구 거주, 물류회사 근무로 확인되는데 맞습니까?
주소는 맞는데, 이런 정보는 어디서 나온 거죠?
지금 단계에서는 외부에 바로 문의하시면 안 됩니다. 추가 피해가 생기면 계좌가 묶일 수 있어서요.
아니, 그럼 은행에 바로 전화하면 안 되는 건가요?
아직은 안 됩니다. 수사팀과 금융기관이 동시에 움직여야 해서, 임시 보호 절차부터 잡아야 합니다.
임시 보호 절차요? 그게 정확히 뭔데요?
우선 사용 중인 은행이 어디인지, 급여통장이나 생활비 계좌가 어떤 건지 확인해야 합니다.
그 정도는 말씀드릴 수 있어요. 하나은행이랑 카카오뱅크를 주로 써요.
좋습니다. 지금 자산이 더 넓게 연동돼 있는지 확인해야 하니, 최근 3개월 내 비정상 이체나 인증 문자 받은 적 있는지도 같이 말씀해 주세요.
며칠 전에 모르는 번호로 인증번호가 왔던 적은 있는데, 그냥 스팸인 줄 알았어요.
그게 중요한 단서입니다. 본인도 모르게 기기 연동이 됐을 가능성이 있어서, 지금은 휴대기기 보호 등록이 필요합니다.",yes
P01-19-Q01,voicephishing,P01-19,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"여보세요. 금융감독원 소비자보호팀에서 연락드렸습니다.
네, 무슨 일이신가요?
현재 고객님 명의로 개설된 계좌가 대포통장 의심 거래에 포함돼 있어서 확인이 필요합니다.
제가 그런 거래를 한 적은 없는데요.
확인된 정보상으로는 본인 명의의 인터넷은행 계좌와 타행 체크카드 사용 내역이 동시에 조회되고 있습니다.
잠깐만요, 이런 연락은 처음이라 당황스럽네요.
걱정하실 필요는 없고, 우선 본인 확인부터 진행해야 합니다.
어떤 확인이 필요한가요?
최근 한 달 안에 카드 재발급이나 비밀번호 변경을 하신 적 있는지, 그리고 사용하시는 은행이 어디인지 말씀해 주세요.
카드 재발급은 없고, 주거래는 국민은행입니다.
좋습니다. 내부 조회상 서울 강서구 거주 정보와 통신사 가입 정보가 일치해서 본인 명의로 보입니다.
그럼 제 계좌가 왜 문제라는 건가요?
명의가 악용된 사례가 늘어서, 검토 절차를 거쳐야 안전하게 보호할 수 있습니다.
보호 절차요?
네. 우선 현재 상태를 유지한 채로 추가 피해 여부를 확인하고, 필요하면 임시 보호 조치를 넣습니다.
은행에 직접 전화하면 안 되나요?
은행보다 먼저 확인되는 경우가 있어야 조치가 빨라집니다. 지금은 상담 이력이 남아 있어야 합니다.
그럼 제가 뭘 하면 되죠?",yes
P01-20-Q01,voicephishing,P01-20,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"안녕하세요, 한국인터넷진흥원 사이버피해대응팀 담당자입니다.
잠깐 통화 괜찮으실까요?
어떤 일인지 먼저 말씀해 주세요.
고객님 명의로 개설된 카카오뱅크 계좌가 불법 자금 흐름 점검 대상에 포함돼서 확인 연락드렸습니다.
오인 가능성도 있어서 바로 단정하는 건 아니고, 본인 명의 사용 여부부터 살펴봐야 합니다.
저는 그런 계좌를 따로 만든 적이 없습니다.
네, 그래서 더 확인이 필요합니다.
접수된 자료에는 2025사기단속-44721번으로 기록돼 있고, 최근에 통신사 본인인증 내역과 연결된 흔적이 보입니다.
그런 정보는 어디서 확인하신 건가요? 좀 이상하네요.
현재 조회된 기본 주소가 경기 부천시 쪽이고, 직장 정보로는 세인커머스 재직 이력도 확인됩니다.
혹시 최근에 이직이나 주소 변경하신 적 있으신가요?
주소는 맞을 수도 있는데, 이런 걸 왜 전화로 묻는 거죠?
명의도용이 의심되면 계좌 보호 절차를 먼저 걸어두는 게 우선이라서 그렇습니다.
은행에 바로 문의하시면 처리 순서가 꼬일 수 있어서, 우선 수사연계 확인부터 진행해야 합니다.
은행에 직접 전화하면 안 되는 건가요?
일반 상담이 아니라 지급 관련 보호조치 단계라서요.
지금은 이용 중인 금융사 목록과 최근 이체 여부만 확인되면, 임시 차단 등록을 도와드릴 수 있습니다.
저는 여기서 그냥 끊고 제가 직접 알아보겠습니다.",yes
P01-21-Q01,voicephishing,P01-21,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"사기범: 잠시만요, 지금 끊지 마시고 말씀부터 끝까지 들어주세요. 금융감독원 조사팀에서 연락드렸습니다.
피해자: 갑자기 기관이라면서 전화하셔서 당황스럽습니다.
사기범: 김하은 님 명의로 개설된 신한은행 계좌가 불법 대포통장으로 연결된 정황이 확인됐습니다.
피해자: 저는 그런 계좌를 따로 만든 적이 없는데요.
사기범: 현재 확인된 사건번호는 2025-금융조사-4417번이고, 명의도용 여부까지 함께 점검 중입니다.
피해자: 이런 건 은행에 제가 직접 확인하면 되는 거 아닌가요?
사기범: 바로 은행 창구로 가시면 안 됩니다. 상대 측에서 인지하면 자금 흐름을 먼저 숨길 수 있습니다.
사기범: 참고로 등록 주소는 인천 연수구 쪽으로 나오고, 이전 직장 정보도 일부 일치해 본인 정보와 혼동될 가능성이 있습니다.
피해자: 그런 정보는 어디서 확인하신 거예요?
사기범: 조사망에서 자동 대조된 내용입니다. 우선 명의 보호를 위해 계좌 사용 내역부터 분리 점검해야 합니다.
피해자: 분리 점검이요?
사기범: 네, 사용 중인 은행이 신한은행 말고 하나 더 있는지, 최근 이체가 있었는지 확인이 필요합니다.
피해자: 왜 그렇게 급하게 확인해야 하죠?
사기범: 지금 단계에서는 피해 확산 차단이 우선이라서요. 외부 문의가 들어가면 연루 계좌로 더 묶일 수 있습니다.
피해자: 말이 너무 복잡해서 잘 모르겠네요.
사기범: 어렵게 생각하지 마시고, 우선 본인 명의 계좌 중 정상 사용 계좌와 의심 계좌를 나눠 적어주시면 됩니다.
피해자: 제가 일일이 말해야 하나요?
사기범: 네, 계좌 상태를 정리해야 안전 조치가 가능합니다. 잔액 확인도 같이 해야 하고요.",yes
P01-22-Q01,voicephishing,P01-22,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"안녕하세요. 서울동부지검 금융범죄합동수사팀 박현우 수사관입니다.
지금 전화받기 어려우시면 잠깐만 통화 가능하실까요?
이건 단순 안내가 아니라 본인 명의 계좌 확인 건이라서요.
저는 지금 업무 중인데, 무슨 일인가요?
김민재 씨 명의로 개설된 우리은행 계좌가 사기 거래에 쓰인 정황이 확인돼 연락드렸습니다.
혹시 본인이 서울 강서구 쪽에 사시고, 현재 직장이 도화기획 맞으신가요?
집 주소는 맞는데, 그런 정보는 어디서 확인하신 거죠?
수사 협조 과정에서 금융기관과 통신사 자료를 대조했습니다.
다만 명의가 도용됐을 가능성도 있어서, 본인 거래 내역부터 보호 조치가 필요합니다.
제가 그런 계좌를 만든 적은 없습니다.
그 부분은 저희도 확인 중입니다.
현재 사건번호는 2026형사단위18477번으로 접수돼 있고, 동일 명의의 다른 은행 계좌까지 연동 점검 대상입니다.
다른 은행까지요?
네.
보통 이런 경우엔 피해 계좌 하나만 보는 게 아니라, 연결된 거래 흔적을 같이 확인해야 합니다.
최근에 카카오뱅크나 NH농협 쪽에서 로그인 알림을 받은 적 없으십니까?
알림은 본 적이 있는 것 같아요.
그럼 외부에서 접속 시도가 있었을 가능성이 있습니다.",yes
P01-23-Q01,voicephishing,P01-23,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"사기범: 잠시만요, 놀라지 마시고 차분하게 들으시면 됩니다. 대전지방경찰청 금융범죄수사팀에서 연락드렸습니다.
피해자: 네? 무슨 일인데요?
사기범: 박현우 씨 명의로 된 하나은행 계좌가 대포통장 유통 사건에 확인돼서, 본인 확인 차원에서 전화드린 겁니다.
피해자: 저는 그런 계좌를 만든 적이 없는데요.
사기범: 그 부분도 같이 보고 있습니다. 계좌 개설 시점이 본인 인적사항과 겹쳐서 명의도용 가능성이 큽니다.
피해자: 어떻게 제 정보가 들어갔는지도 모르겠네요.
사기범: 현재 등본상 주소가 인천 부평구로 확인되고, 직장 정보가 KB손해보험 쪽으로 조회되는데 맞습니까?
피해자: 주소는 맞는데 직장은 예전 정보인데요.
사기범: 예전 정보까지 남아 있으면 연결 계좌가 있을 수 있습니다. 먼저 보호 절차를 잡아야 합니다.
피해자: 보호 절차가 뭔가요? 은행에 제가 직접 가면 안 되나요?
사기범: 직접 가시면 지급정지 전에 기록이 흩어질 수 있어서요. 수사 접수 라인에서 먼저 묶어야 안전합니다.
피해자: 그래서 제가 뭘 해야 하죠?
사기범: 현재 사용 중인 은행이랑 최근에 이체한 계좌들부터 확인해야 합니다. 국민은행, 신한은행, 농협 중 사용하신 곳 있습니까?
피해자: 국민은행이랑 농협은 쓰고 있어요.
사기범: 좋습니다. 그 두 군데 잔액 흐름을 보고 임시 보호계좌로 분리할지 판단하겠습니다.
피해자: 가족한테 확인해봐도 되나요?
사기범: 지금은 안 됩니다. 외부로 말이 새면 연루된 사람들이 먼저 빠져나가서 추적이 어려워집니다.
피해자: 좀 이상한데요.",yes
P01-24-Q01,voicephishing,P01-24,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"사기범: 통화 잠깐만 잡아주세요. 서울동부지검 금융범죄수사팀에서 연락드렸습니다.
피해자: 갑자기 검찰에서 왜 저한테 연락이 온 거죠?
사기범: 임지훈 씨 명의의 우리은행 계좌가 보이스피싱 자금 흐름과 연결돼 확인 절차가 필요합니다.
피해자: 저는 그런 계좌를 만든 적이 없는데요.
사기범: 현재 접수된 사건번호는 2025형사제9471호입니다. 명의도용 가능성도 같이 보는 중입니다.
사기범: 그리고 조회되는 주민정보상 인천 부평구 거주 이력과 예전 스타트업 재직 기록이 있어 본인 정보와 대조되고 있습니다.
피해자: 그 정보는 맞긴 한데, 그걸 왜 알고 계세요?
사기범: 우선 계좌 보호가 중요합니다. 우리은행뿐 아니라 연결된 토스뱅크 계좌도 함께 확인해야 합니다.
피해자: 제가 은행에 가서 직접 확인하면 안 되나요?
사기범: 일반 창구로 가시면 기록이 먼저 노출될 수 있어서, 수사팀 확인 후에만 정리해야 합니다.
사기범: 지금은 임시 보호 절차를 잡아야 하니, 사용 중인 금융앱이 있는지부터 말씀해 주시겠어요?
피해자: 사건번호만 듣고는 제가 뭘 해야 하는지 잘 모르겠는데요.
사기범: 네, 그래서 본인 명의 계좌 목록과 최근 로그인 흔적을 대조하는 단계입니다.
피해자: 우리은행 말고 다른 은행도 봐야 하나요?
사기범: 네. 특히 토스뱅크처럼 출금 연결이 된 계좌까지 봐야 계좌 보호 범위를 정할 수 있습니다.
피해자: 이걸 가족한테 먼저 물어보면 안 될까요?
사기범: 지금은 외부 공유를 줄여야 합니다. 정보가 퍼지면 추적선이 끊길 수 있습니다.
피해자: 너무 갑작스러워서 조금만 생각해 보고 싶어요.",yes
P01-25-Q01,voicephishing,P01-25,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"사기범: 안녕하세요. 대검찰청 금융범죄합동수사팀 담당자입니다.
피해자: 갑자기 어디라고요? 무슨 일인가요?
사기범: 김서윤 씨 명의로 개설된 우리은행 계좌가 보이스피싱 자금 흐름에 연결된 정황이 확인돼 연락드렸습니다.
피해자: 저는 그런 계좌를 만들거나 누군가에게 준 적이 없습니다.
사기범: 그래서 명의도용 여부까지 같이 확인하고 있습니다. 사건 접수 번호는 2025합수11739입니다.
피해자: 그런 번호를 말씀하셔도 제가 어떻게 알아보죠?
사기범: 우선 기본 인적사항이 맞는지부터 대조하겠습니다. 주민등록상 주소는 경기 성남시 분당구로 조회되는데 맞으십니까?
피해자: 주소는 맞아요. 그런데 왜 그런 정보를 알고 계세요?
사기범: 통신사 가입 정보와 금융거래 연계 기록이 함께 확인되는 단계라 그렇습니다. 현재 직장은 재택근무 형태의 디자인업으로 등록돼 있던데 맞습니까?
피해자: 네, 그건 맞습니다만 계속 이상하네요.
사기범: 이상해하실 수 있습니다만, 본인 계좌가 자금세탁 경로에 노출되면 지급 제한이 먼저 걸릴 수 있습니다.
피해자: 그럼 제가 지금 은행에 바로 전화하면 되는 거 아닌가요?
사기범: 일반 창구보다 수사 연계 확인이 먼저입니다. 금융사에 바로 말씀하시면 오히려 처리가 지연될 수 있습니다.
피해자: 어떤 걸 확인하라는 건데요?
사기범: 현재 사용 중인 주거래 은행과 최근 일주일 내 비대면 이체 여부를 확인해야 합니다. 연동된 증권 계좌나 간편결제도 같이 봐야 합니다.
피해자: 저는 농협이랑 카카오뱅크 정도만 써요.
사기범: 좋습니다. 그 두 계좌의 잔액 규모와 최근 해외접속 알림이 있었는지만 말씀해 주시면 보호 조치 우선순위를 잡겠습니다.
피해자: 잔액까지 말해야 하나요? 좀 불안한데요.",yes
P01-26-Q01,voicephishing,P01-26,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"잠시만요, 당황하실 수 있어서 차분하게 말씀드리겠습니다. 서울동부지방검찰청 금융범죄수사팀 담당자입니다.
제가요? 어디서 전화하신 건지 다시 말씀해 주세요.
지금 ○○○ 님 명의의 케이뱅크 계좌가 사기 이용 계좌로 접수돼 확인 중입니다.
그런 계좌를 만든 적은 없는데요.
네, 그래서 본인 명의 도용 가능성까지 함께 보는 중입니다. 사건번호는 2025형사단98741입니다.
이상하네요. 제가 최근에 은행에서 그런 연락을 받은 적은 없어요.
조회상으로는 부산 해운대구 주소와 프리랜서 계약 이력이 확인돼서, 기본 인적사항이 일부 일치합니다.
그 정보는 맞지만, 왜 수사기관에서 제 주소와 경력을 알고 있죠?
범죄에 활용된 계정인지 확인하려면 우선 거래 은행과 연결된 다른 계좌부터 점검해야 합니다.
제가 은행에 먼저 물어보면 되는 거 아닌가요?
지금 바로 외부로 문의가 들어가면 상대방이 인지하고 자금을 옮길 수 있어요. 그래서 먼저 내부 확인 절차를 밟아야 합니다.
그럼 제가 뭘 하면 되는데요?
우선 사용 중인 은행 이름과 최근 이체 내역 여부만 알려주시면 됩니다.
그 정도는 말씀드릴 수는 있는데, 제 계좌를 어떻게 보호한다는 건가요?
현재는 임시 보호 조치 대상이라, 확인되는 계좌들을 묶어서 안전계좌 전환 가능성을 검토합니다.
그런데 가족이나 은행 상담센터에 같이 문의해도 안 되나요?
지금은 비공개로 진행해야 추적선이 유지됩니다. 다른 사람에게 알리면 공범 쪽으로 경보가 갈 수 있습니다.
알겠습니다. 그런데 정말 수사기관 맞으신 거죠?",yes
P01-27-Q01,voicephishing,P01-27,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"사기범: 통화 끊지 마시고 먼저 듣고 계세요. 대검찰청 금융범죄합동수사팀에서 연락드렸습니다.
피해자: 제가 무슨 일에 연루됐다는 건가요?
사기범: 김도윤 씨 명의의 카카오뱅크 계좌가 대포통장 의심 건으로 접수돼 확인 중입니다.
피해자: 저는 그런 계좌를 따로 만든 적이 없는데요.
사기범: 그래서 명의도용 가능성까지 열어두고 있습니다. 접수번호는 2026-금융-4419입니다.
피해자: 왜 제 정보까지 알고 계시죠?
사기범: 현재 거주지는 부산 해운대구 쪽으로 확인되고, 최근 직장도 동해운수로 조회됩니다. 맞으십니까?
피해자: 일부는 맞는데 이런 정보는 어디서 확인한 거예요?
사기범: 본인 보호를 위해 우선 계좌 사용 현황을 확인해야 합니다. 카카오뱅크 외에 농협이나 우리은행도 함께 쓰시죠?
피해자: 은행에 제가 직접 문의하면 안 되나요?
사기범: 지금은 은행 민원보다 수사 협조가 먼저입니다. 이미 지급 제한 사전 단계로 넘어갈 수 있어서요.
피해자: 제가 뭘 어떻게 해야 하는데요?
사기범: 우선 최근 3일간 이체 내역과 출금한 은행을 말씀해 주시면, 보호 대상 계좌를 분리해 드리겠습니다.
피해자: 그런 걸 여기서 말해야 하나요?
사기범: 예, 지금 확인이 지연되면 자동 보호 절차가 들어가서 본인 계좌까지 묶일 수 있습니다.
피해자: 가족이나 회사에 알려도 되는 일인가요?
사기범: 아직은 외부 공유하지 마시고, 저희가 조회한 내용이 맞는지만 먼저 확인하십시오. 최근 카카오뱅크에서 신한 쪽으로 자주 이동한 기록이 보입니다.
피해자: 맞긴 한데, 왜 그렇게 상세한 기록을 알고 계시죠?",yes
P01-28-Q01,voicephishing,P01-28,이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라.,"사기범: 안녕하세요. 대검찰청 금융범죄합동수사팀 담당자입니다.
피해자: 네? 무슨 일인가요.
사기범: 김서연 님 이름으로 개설된 신한은행 계좌가 대포통장 의심 거래에 연결돼 있어서 연락드렸습니다.
피해자: 저는 그런 계좌를 만든 적이 없는데요.
사기범: 현재 사건번호는 2026합수11409로 접수돼 있고, 명의도용 여부까지 같이 확인 중입니다.
피해자: 제 이름이 왜 거기 나오는 거죠?
사기범: 조회된 기본 인적사항에 부천시 주소와 스타트업 재직 이력이 보입니다. 본인 정보와 일부 일치합니다.
피해자: 주소는 맞는데, 그걸 어떻게 아셨죠?
사기범: 유출된 신분정보가 계좌 생성에 사용된 것으로 보입니다. 우선 피해 확산 여부부터 점검하셔야 합니다.
피해자: 그럼 제가 은행에 가서 확인하면 되는 건가요?
사기범: 아직은 직접 방문보다 수사 기록과 계좌 흐름을 먼저 대조해야 합니다. 그래야 정지 전 조치가 가능합니다.
피해자: 정지라니요, 제 돈이 묶이는 건가요?
사기범: 우선 보호 절차를 검토하는 단계입니다. 사용 중인 금융사와 최근 입출금 내역을 확인해야 합니다.
피해자: 저는 신한은행 말고는 주거래가 없는데요.
사기범: 혹시 카카오뱅크나 농협 쪽에 연동된 자동이체가 있으면 함께 봐야 합니다. 연결 계좌도 피해 대상일 수 있습니다.
피해자: 이런 걸 전화로 다 얘기해야 하나요?
사기범: 네, 본인 확인을 위해 필요한 범위만 조회 중입니다. 지금은 외부로 알리면 조사 선이 끊길 수 있습니다.
피해자: 가족한테도 말하면 안 된다는 건가요?",yes
